cust_id,name,phone,address,city,province
740,PT Usada Napitupulu,+62 (15) 685-0748,Jalan Jayawijaya No. 620,Jakarta Utara,Jakarta
741,CV Hasanah Hastuti Tbk,+62 (46) 913 7965,Gang Sentot Alibasa No. 919,Jakarta Utara,Jakarta
742,CV Nainggolan Saptono,+62-673-519-4165,Jl. R.E Martadinata No. 4,Jakarta Timur,Jakarta
743,PT Natsir Simanjuntak (Persero) Tbk,+62 (456) 574-4547,Jalan Cikutra Barat No. 7,Jakarta Selatan,Jakarta
744,UD Wacana Rahayu (Persero) Tbk,+62-0512-295-4135,Gg. Pasirkoja No. 144,Jakarta Barat,Jakarta
745,Perum Namaga Halimah,+62 (044) 772-5067,Jl. W.R. Supratman No. 784,Jakarta Selatan,Jakarta
746,PT Sudiati Hartati Tbk,0811727099,Gg. Raya Setiabudhi No. 95,Jakarta Selatan,Jakarta
747,CV Safitri (Persero) Tbk,+62 (65) 788 1506,Gang BKR No. 9,Tangerang,Banten
748,Perum Sihotang,+62 (33) 794-7080,Gang Gedebage Selatan No. 3,Bekasi,Jawa Barat
749,CV Suryono Gunawan Tbk,0886009418,Gang Cempaka No. 654,Jakarta Timur,Jakarta
750,UD Yolanda Yulianti Tbk,(0599) 399 1842,Jl. Moch. Ramdan No. 15,Depok,Jawa Barat
751,PD Nainggolan Tbk,+62 (063) 388 7044,Jl. Jakarta No. 22,Jakarta Pusat,Jakarta
752,UD Purwanti (Persero) Tbk,+62-28-829-4373,Gg. Rumah Sakit No. 4,Jakarta Timur,Jakarta
753,CV Anggraini (Persero) Tbk,+62-21-346-5025,Jalan Gedebage Selatan No. 9,Tangerang,Banten
754,Perum Farida Namaga,+62 (0295) 797 0852,Jl. K.H. Wahid Hasyim No. 948,Jakarta Utara,Jakarta
755,Perum Hardiansyah Megantara Tbk,0883315628,Gg. Cempaka No. 17,Depok,Jawa Barat
756,UD Wastuti Hutasoit,+62-97-311-2432,Jalan Bangka Raya No. 6,Jakarta Utara,Jakarta
757,CV Budiyanto (Persero) Tbk,(0669) 117-9968,Gg. Jend. A. Yani No. 1,Jakarta Barat,Jakarta
758,UD Gunarto Tbk,(0585) 759 5243,Gg. HOS. Cokroaminoto No. 354,Tangerang,Banten
759,UD Puspasari Tbk,(0276) 669-2333,Gang Kapten Muslihat No. 113,Jakarta Utara,Jakarta
760,UD Latupono Ramadan,(061) 691 9419,Gg. Moch. Ramdan No. 05,Bekasi,Jawa Barat
761,PD Sudiati Winarsih (Persero) Tbk,087 217 4176,Jl. HOS. Cokroaminoto No. 723,Bogor,Jawa Barat
762,UD Kusumo Tbk,+62-053-285-3942,Jl. Joyoboyo No. 39,Jakarta Barat,Jakarta
763,Perum Winarsih Hakim,+62 (89) 137-5772,Jalan Lembong No. 499,Jakarta Selatan,Jakarta
764,PD Firmansyah Setiawan Tbk,+62 (0911) 054-8356,Gang Asia Afrika No. 3,Jakarta Utara,Jakarta
765,Perum Manullang (Persero) Tbk,(022) 381-6457,Gg. Raya Ujungberung No. 09,Jakarta Selatan,Jakarta
766,Perum Nasyiah Megantara (Persero) Tbk,(0134) 456-2387,Gang Kutisari Selatan No. 67,Bekasi,Jawa Barat
767,UD Adriansyah Tbk,+62 (0610) 400-6517,Jalan H.J Maemunah No. 361,Jakarta Timur,Jakarta
768,CV Ramadan Tbk,+62-956-236-9097,Jl. Kapten Muslihat No. 585,Depok,Jawa Barat
769,PD Wasita,085 096 2791,Gg. Lembong No. 2,Jakarta Barat,Jakarta
770,PT Latupono Zulkarnain Tbk,+62-020-095-0494,Gg. Sukajadi No. 578,Jakarta Utara,Jakarta
771,UD Usamah Nasyidah,+62-990-423-6017,Gg. Soekarno Hatta No. 21,Jakarta Timur,Jakarta
772,UD Wahyudin,+62-12-557-8019,Gg. Antapani Lama No. 5,Bekasi,Jawa Barat
773,CV Suwarno Kusmawati,+62-0159-670-7595,Jl. Ir. H. Djuanda No. 73,Bekasi,Jawa Barat
774,PD Napitupulu Siregar (Persero) Tbk,+62-0095-115-0149,Jalan Laswi No. 40,Jakarta Utara,Jakarta
775,PT Andriani Tbk,+62 (075) 609-2861,Gang Pasirkoja No. 971,Jakarta Selatan,Jakarta
776,UD Simanjuntak Simanjuntak Tbk,+62 (58) 245 0978,Jl. Ronggowarsito No. 03,Jakarta Barat,Jakarta
777,PD Iswahyudi Tbk,(014) 154 4258,Jl. Dr. Djunjunan No. 210,Jakarta Selatan,Jakarta
778,PD Rahimah Zulkarnain (Persero) Tbk,+62-0767-244-9294,Gg. Erlangga No. 123,Depok,Jawa Barat
779,Perum Rahayu,+62 (25) 302-9592,Gang Jayawijaya No. 1,Depok,Jawa Barat
780,UD Wibowo (Persero) Tbk,+62 (014) 127-7797,Jalan Cikutra Timur No. 6,Jakarta Timur,Jakarta
781,Perum Simanjuntak Narpati (Persero) Tbk,+62 (093) 030 3081,Gg. Moch. Ramdan No. 337,Jakarta Barat,Jakarta
782,CV Halimah Utami (Persero) Tbk,0840603873,Gg. Rumah Sakit No. 6,Jakarta Barat,Jakarta
783,PD Pranowo Mustofa Tbk,(094) 830-8111,Jl. H.J Maemunah No. 09,Jakarta Timur,Jakarta
784,Perum Maryati Hasanah,+62 (085) 330 3945,Gg. Dr. Djunjunan No. 119,Jakarta Barat,Jakarta
785,PT Dongoran Tbk,+62-38-914-5240,Jalan Setiabudhi No. 876,Jakarta Selatan,Jakarta
786,PD Santoso,(079) 395-6875,Jl. Pasir Koja No. 3,Jakarta Timur,Jakarta
787,UD Wasita,084 127 4829,Gg. Cempaka No. 40,Jakarta Barat,Jakarta
788,Perum Andriani,(052) 836 8239,Jl. Pacuan Kuda No. 9,Tangerang Selatan,Banten
789,UD Laksmiwati Novitasari,(078) 207 9483,Jalan Pelajar Pejuang No. 342,Jakarta Barat,Jakarta
790,CV Wasita Andriani Tbk,+62 (092) 775-4703,Jalan W.R. Supratman No. 677,Jakarta Pusat,Jakarta
791,UD Winarno,+62 (62) 254-5425,Gg. Peta No. 8,Jakarta Pusat,Jakarta
792,Perum Pratama,+62 (0927) 130 3133,Gg. Cihampelas No. 459,Jakarta Selatan,Jakarta
793,PD Utami Saefullah,080 760 3234,Gg. Medokan Ayu No. 2,Bekasi,Jawa Barat
794,PT Pradana Marbun,+62-16-833-7942,Gg. Pasteur No. 26,Jakarta Selatan,Jakarta
795,PD Susanti Tbk,+62 (077) 560-0962,Jl. Veteran No. 01,Bekasi,Jawa Barat
796,UD Hakim,+62 (0264) 285-7653,Gg. Indragiri No. 0,Jakarta Pusat,Jakarta
797,PD Nurdiyanti,(0842) 015 5226,Gang Otto Iskandardinata No. 4,Jakarta Timur,Jakarta
798,PT Sinaga,+62 (716) 759-4587,Gg. Cikutra Barat No. 40,Bekasi,Jawa Barat
799,PT Rajasa Maheswara,(092) 932 0389,Jalan Suniaraja No. 9,Tangerang,Banten
800,UD Usada Mayasari Tbk,+62 (230) 600-1717,Jl. Rumah Sakit No. 72,Bekasi,Jawa Barat
801,PT Wacana Tarihoran (Persero) Tbk,(038) 484 1506,Gg. Sentot Alibasa No. 4,Jakarta Barat,Jakarta
802,CV Santoso Dongoran,+62 (80) 296-6735,Jalan K.H. Wahid Hasyim No. 297,Depok,Jawa Barat
803,UD Nuraini Tbk,+62 (55) 079 7119,Jl. Soekarno Hatta No. 681,Jakarta Selatan,Jakarta
804,PT Prasasta,(091) 943 0372,Jl. Indragiri No. 4,Tangerang,Banten
805,PD Januar (Persero) Tbk,0825006116,Gang Otto Iskandardinata No. 910,Jakarta Selatan,Jakarta
806,Perum Sihombing Habibi (Persero) Tbk,+62-0773-678-8154,Gg. Gegerkalong Hilir No. 0,Bekasi,Jawa Barat
807,PT Padmasari,(090) 036-6583,Gg. Jamika No. 435,Jakarta Timur,Jakarta
808,CV Hassanah Saragih,+62 (000) 687-4476,Gg. Jakarta No. 168,Tangerang,Banten
809,CV Prasetya,+62-38-705-4455,Jalan KH Amin Jasuta No. 55,Tangerang,Banten
810,Perum Sihombing Anggraini,+62-441-937-6274,Jalan Jend. A. Yani No. 655,Tangerang,Banten
811,Perum Usamah Marpaung,083 357 9793,Gg. Abdul Muis No. 8,Jakarta Pusat,Jakarta
812,Perum Nasyidah,+62 (009) 972 9341,Jl. W.R. Supratman No. 7,Bekasi,Jawa Barat
813,UD Salahudin Tbk,+62 (0722) 723 7622,Gang W.R. Supratman No. 6,Jakarta Pusat,Jakarta
814,CV Budiman Permata,085 790 4162,Jalan Wonoayu No. 93,Jakarta Barat,Jakarta
815,PT Mustofa Tbk,+62 (36) 473-4595,Gg. Kutisari Selatan No. 1,Tangerang,Banten
816,Perum Handayani Tbk,(0592) 479 6985,Jalan Surapati No. 5,Jakarta Pusat,Jakarta
817,PD Nuraini (Persero) Tbk,(0663) 137 4467,Jl. Indragiri No. 4,Tangerang Selatan,Banten
818,PD Natsir Wastuti Tbk,(092) 728 1241,Gang Ciumbuleuit No. 54,Jakarta Timur,Jakarta
819,CV Iswahyudi Saputra,+62-0402-360-0843,Jalan Waringin No. 97,Jakarta Selatan,Jakarta
820,PT Wijaya Sirait (Persero) Tbk,(023) 572 2332,Jalan Ir. H. Djuanda No. 927,Bekasi,Jawa Barat
821,CV Oktaviani Laksmiwati,089 409 1803,Jl. PHH. Mustofa No. 86,Jakarta Barat,Jakarta
823,UD Novitasari Sinaga,080 917 1185,Gg. Sukajadi No. 456,Tangerang Selatan,Banten
824,Perum Simanjuntak Hutasoit (Persero) Tbk,+62 (072) 598-1222,Jalan Joyoboyo No. 966,Jakarta Utara,Jakarta
825,Perum Wijayanti,+62-042-088-8554,Gg. Sadang Serang No. 3,Jakarta Selatan,Jakarta
826,CV Winarno Mandala,+62-987-092-0411,Jl. Ir. H. Djuanda No. 227,Jakarta Timur,Jakarta
827,PD Latupono (Persero) Tbk,0874973742,Gg. Cempaka No. 79,Bogor,Jawa Barat
828,PT Jailani Padmasari Tbk,0852140097,Jl. Bangka Raya No. 01,Jakarta Barat,Jakarta
829,PT Dongoran (Persero) Tbk,+62 (0021) 554-8188,Jalan Dipatiukur No. 48,Jakarta Utara,Jakarta
830,UD Yulianti,+62 (0089) 951 1870,Gang Kiaracondong No. 60,Bekasi,Jawa Barat
831,PT Mustofa Laksita Tbk,+62-0042-110-4738,Jalan Cihampelas No. 243,Bekasi,Jawa Barat
832,PD Yuliarti (Persero) Tbk,+62 (015) 820-8098,Jalan Antapani Lama No. 32,Bekasi,Jawa Barat
833,Perum Wijaya Tbk,(0837) 536 4707,Jalan Ciumbuleuit No. 71,Tangerang Selatan,Banten
834,PD Natsir (Persero) Tbk,+62 (634) 649 8628,Jl. Soekarno Hatta No. 19,Tangerang,Banten
835,Perum Hardiansyah (Persero) Tbk,+62 (719) 521-0818,Jalan Antapani Lama No. 4,Jakarta Pusat,Jakarta
836,PD Megantara,(018) 860-9754,Gg. Asia Afrika No. 19,Bekasi,Jawa Barat
837,PT Susanti Namaga,+62 (0974) 847 2211,Jalan Jend. A. Yani No. 66,Bekasi,Jawa Barat
838,PT Siregar Pertiwi Tbk,+62 (597) 499 2767,Jl. R.E Martadinata No. 9,Bekasi,Jawa Barat
839,CV Yolanda (Persero) Tbk,0847064201,Jl. Asia Afrika No. 21,Jakarta Timur,Jakarta
840,Perum Wahyuni,+62-719-589-0417,Gang Pasteur No. 427,Tangerang Selatan,Banten
841,CV Widiastuti Suryono,+62 (520) 837 3551,Gang S. Parman No. 1,Tangerang Selatan,Banten
842,Perum Hidayanto Najmudin (Persero) Tbk,+62-027-573-3228,Gang Ronggowarsito No. 93,Depok,Jawa Barat
843,PT Mangunsong Marbun,+62-0921-361-7049,Jl. Dipenogoro No. 48,Jakarta Selatan,Jakarta
844,Perum Wibowo Samosir,+62-064-470-0569,Gang Kapten Muslihat No. 371,Bekasi,Jawa Barat
845,Perum Pratiwi Farida,+62 (02) 482-3759,Jalan Veteran No. 86,Jakarta Barat,Jakarta
846,CV Situmorang,085 707 1361,Gang Wonoayu No. 27,Jakarta Timur,Jakarta
847,PT Prastuti,(0822) 031-3761,Jalan H.J Maemunah No. 6,Jakarta Barat,Jakarta
848,PD Melani Permata Tbk,+62 (049) 994-4578,Gang Kapten Muslihat No. 93,Jakarta Utara,Jakarta
849,UD Adriansyah Nuraini,(041) 008-1092,Gang Otto Iskandardinata No. 17,Jakarta Pusat,Jakarta
850,CV Suwarno Nasyidah,+62 (948) 937-7366,Jl. Veteran No. 517,Tangerang,Banten
851,PD Padmasari Hutagalung (Persero) Tbk,+62 (009) 785-6006,Jl. M.H Thamrin No. 2,Tangerang,Banten
852,Perum Wijaya (Persero) Tbk,+62 (80) 442-0385,Gg. Rawamangun No. 8,Jakarta Barat,Jakarta
853,PD Saefullah Setiawan,(062) 610-4238,Jalan Jend. Sudirman No. 4,Bogor,Jawa Barat
854,PT Halimah Tbk,0841784647,Gg. Pasir Koja No. 43,Jakarta Barat,Jakarta
855,PD Zulaika,(0502) 133-6644,Gg. Raya Ujungberung No. 1,Jakarta Timur,Jakarta
856,Perum Utama Budiman,+62 (74) 244-0996,Gg. Cihampelas No. 447,Bekasi,Jawa Barat
857,Perum Tampubolon Hidayanto Tbk,+62-0137-962-9492,Gg. Sukajadi No. 969,Jakarta Pusat,Jakarta
858,Perum Suryatmi,+62 (41) 800-1422,Gg. Asia Afrika No. 720,Tangerang Selatan,Banten
859,CV Yuliarti,+62 (093) 454-0114,Gang H.J Maemunah No. 23,Tangerang,Banten
860,CV Uyainah,+62 (556) 074 9196,Gg. Kebonjati No. 602,Bekasi,Jawa Barat
861,PD Safitri Saragih,+62 (028) 157 8373,Jl. Gedebage Selatan No. 88,Bekasi,Jawa Barat
862,CV Lazuardi Pradana (Persero) Tbk,+62-748-079-3015,Gg. Medokan Ayu No. 284,Jakarta Timur,Jakarta
863,PT Tampubolon,+62 (026) 329-0520,Jalan M.T Haryono No. 0,Jakarta Utara,Jakarta
864,UD Winarno Namaga,+62 (091) 576-7634,Gg. Astana Anyar No. 50,Jakarta Utara,Jakarta
865,Perum Riyanti Mansur Tbk,(097) 993 2648,Jl. Waringin No. 58,Bekasi,Jawa Barat
866,Perum Mulyani (Persero) Tbk,(059) 124-9808,Gang Ronggowarsito No. 42,Bogor,Jawa Barat
867,Perum Tarihoran Kuswandari,+62 (076) 580 2188,Gg. Cihampelas No. 8,Jakarta Timur,Jakarta
868,UD Hassanah,+62-0507-236-4758,Jalan Cempaka No. 6,Jakarta Barat,Jakarta
869,UD Halimah Pratama (Persero) Tbk,(0762) 848 0256,Gang Kapten Muslihat No. 6,Bekasi,Jawa Barat
870,UD Situmorang Kurniawan,+62 (031) 232-4429,Gang Raya Setiabudhi No. 020,Tangerang,Banten
871,PT Hakim,+62 (086) 771 2700,Gg. Setiabudhi No. 5,Jakarta Pusat,Jakarta
872,PT Wulandari Natsir (Persero) Tbk,+62-756-182-6681,Jl. Laswi No. 9,Tangerang,Banten
873,CV Thamrin Pertiwi Tbk,081 047 1028,Gg. Tubagus Ismail No. 9,Jakarta Timur,Jakarta
874,CV Thamrin,081 152 2745,Jalan M.T Haryono No. 82,Jakarta Timur,Jakarta
875,UD Rajasa Permata,+62 (49) 612-3689,Jl. Rawamangun No. 0,Jakarta Barat,Jakarta
876,UD Mandala,+62 (049) 610 2698,Gg. K.H. Wahid Hasyim No. 38,Bekasi,Jawa Barat
877,PT Prabowo Tbk,(079) 535-1277,Jalan Tebet Barat Dalam No. 1,Jakarta Selatan,Jakarta
878,PD Melani (Persero) Tbk,+62 (59) 359 7367,Gg. Rajawali Timur No. 651,Jakarta Utara,Jakarta
879,PD Kusmawati Winarsih,+62 (0884) 518-0020,Gg. Rumah Sakit No. 4,Tangerang Selatan,Banten
880,PT Gunarto Tbk,+62-006-422-0164,Gg. Kutisari Selatan No. 9,Jakarta Utara,Jakarta
881,PT Nababan Rajata (Persero) Tbk,+62 (053) 358-6076,Jalan Gardujati No. 011,Jakarta Utara,Jakarta
882,PT Adriansyah,+62 (0536) 691-4734,Jl. Kendalsari No. 89,Jakarta Pusat,Jakarta
883,PT Maheswara,+62 (400) 792 5071,Gg. Kebonjati No. 40,Tangerang,Banten
884,PD Maryadi Tbk,086 098 5486,Gang Bangka Raya No. 023,Jakarta Utara,Jakarta
885,UD Purnawati Damanik,0860570458,Jalan Pasteur No. 160,Jakarta Utara,Jakarta
886,Perum Rajasa,+62-043-041-7304,Jl. Jend. Sudirman No. 007,Bogor,Jawa Barat
887,UD Widodo Anggraini,+62-47-929-1747,Jl. Pelajar Pejuang No. 436,Jakarta Timur,Jakarta
888,PD Prasetya Farida,+62 (517) 875-6732,Gang Indragiri No. 8,Depok,Jawa Barat
889,Perum Sihombing Yolanda,+62-583-070-1018,Jalan Cihampelas No. 3,Jakarta Pusat,Jakarta
890,PT Tarihoran,086 963 8154,Gg. Surapati No. 70,Jakarta Barat,Jakarta
891,Perum Saptono Gunarto,(0360) 581 9071,Jl. Pasteur No. 823,Jakarta Timur,Jakarta
892,UD Lazuardi,+62-0730-819-5111,Gang S. Parman No. 89,Jakarta Selatan,Jakarta
893,PD Sihombing Tbk,+62 (437) 458-8988,Gg. Ciumbuleuit No. 0,Jakarta Timur,Jakarta
894,PT Thamrin Nainggolan,+62-54-044-9530,Gang Cikapayang No. 3,Bogor,Jawa Barat
895,PT Ramadan Sihombing Tbk,0835491803,Jl. BKR No. 400,Bekasi,Jawa Barat
896,PT Latupono Tbk,+62 (197) 292 8437,Jalan Yos Sudarso No. 06,Jakarta Timur,Jakarta
897,PD Prasetyo Kurniawan,(0252) 712-9798,Jalan Surapati No. 161,Jakarta Timur,Jakarta
898,PT Aryani Tbk,(0239) 573-2689,Jl. M.T Haryono No. 064,Jakarta Pusat,Jakarta
899,Perum Saragih Suryatmi,0812094429,Jl. PHH. Mustofa No. 05,Jakarta Barat,Jakarta
900,CV Nugroho Tbk,+62 (829) 112 8699,Jl. Lembong No. 1,Bekasi,Jawa Barat
901,PD Kurniawan Salahudin,+62-0023-495-1062,Jalan Kebonjati No. 3,Tangerang,Banten
902,UD Nuraini Mandasari Tbk,+62 (131) 604 9890,Jl. Rajawali Barat No. 76,Jakarta Barat,Jakarta
903,CV Hasanah Uyainah (Persero) Tbk,+62-048-094-5075,Gg. PHH. Mustofa No. 34,Jakarta Utara,Jakarta
904,PT Wijaya Haryanti (Persero) Tbk,(0624) 599-9988,Gg. Kapten Muslihat No. 29,Depok,Jawa Barat
905,UD Hutapea Adriansyah (Persero) Tbk,+62-0792-471-4612,Jalan Abdul Muis No. 4,Jakarta Timur,Jakarta
906,UD Simbolon,(0743) 424-0430,Gang Cempaka No. 23,Jakarta Timur,Jakarta
907,UD Suwarno Melani (Persero) Tbk,+62 (729) 229 1391,Jl. Cihampelas No. 6,Jakarta Utara,Jakarta
908,PD Suryatmi (Persero) Tbk,+62 (29) 270 7294,Jl. BKR No. 109,Jakarta Selatan,Jakarta
909,CV Lazuardi Kurniawan (Persero) Tbk,+62 (71) 747 2586,Gang Asia Afrika No. 4,Depok,Jawa Barat
910,Perum Hutasoit,(070) 043 3343,Gang R.E Martadinata No. 9,Jakarta Barat,Jakarta
911,UD Hartati,086 602 1594,Gg. Otto Iskandardinata No. 446,Bekasi,Jawa Barat
912,Perum Narpati,+62 (005) 108-5572,Gang Rajawali Barat No. 6,Jakarta Selatan,Jakarta
913,UD Gunawan Simbolon (Persero) Tbk,+62-99-684-1369,Gang Rumah Sakit No. 750,Jakarta Timur,Jakarta
914,PT Rahmawati Marpaung Tbk,+62 (0680) 210-0052,Gang Kiaracondong No. 22,Bekasi,Jawa Barat
915,UD Prasasta Suryatmi Tbk,+62 (29) 879 0478,Jl. S. Parman No. 950,Bekasi,Jawa Barat
916,PD Wijayanti Budiyanto,(013) 506-1419,Gang H.J Maemunah No. 48,Jakarta Pusat,Jakarta
917,Perum Rajata Suryatmi,+62 (51) 831-9853,Jl. Waringin No. 7,Jakarta Utara,Jakarta
918,PD Wahyudin Mayasari (Persero) Tbk,+62 (028) 759 6710,Gang Sukabumi No. 733,Bekasi,Jawa Barat
919,CV Hutagalung Mayasari,0891779706,Gg. Raya Ujungberung No. 35,Jakarta Selatan,Jakarta
920,PD Sitorus Yuniar (Persero) Tbk,+62 (0494) 605-8368,Gang Rajawali Barat No. 9,Bekasi,Jawa Barat
921,PT Prasetya,+62 (605) 731-4843,Gang Gegerkalong Hilir No. 553,Tangerang,Banten
922,PT Pradana Palastri (Persero) Tbk,081 168 6266,Gg. Kutai No. 51,Jakarta Selatan,Jakarta
923,PT Nainggolan (Persero) Tbk,+62 (0001) 958-9280,Jl. Cikapayang No. 44,Jakarta Utara,Jakarta
924,CV Samosir Laksmiwati (Persero) Tbk,+62 (0238) 044 7982,Jl. Rumah Sakit No. 9,Depok,Jawa Barat
925,PD Napitupulu Hariyah Tbk,+62-64-881-4002,Jl. W.R. Supratman No. 60,Tangerang Selatan,Banten
926,Perum Astuti Tbk,+62-16-988-0814,Gang Kendalsari No. 9,Tangerang Selatan,Banten
927,PD Wibisono Saptono,(0778) 671 0939,Gang Rumah Sakit No. 80,Jakarta Barat,Jakarta
928,UD Januar Prayoga,082 914 9403,Jalan Sukabumi No. 83,Jakarta Selatan,Jakarta
929,PT Safitri Nashiruddin,+62 (037) 100-9686,Jl. Ciwastra No. 151,Tangerang Selatan,Banten
930,PT Hardiansyah Latupono (Persero) Tbk,+62 (077) 952-4754,Jalan Sukabumi No. 351,Jakarta Pusat,Jakarta
931,Perum Marpaung Simbolon Tbk,+62 (205) 582-8085,Jl. Pasir Koja No. 1,Bekasi,Jawa Barat
932,UD Budiman (Persero) Tbk,087 366 4977,Jl. Veteran No. 47,Bekasi,Jawa Barat
933,PD Latupono Saragih,+62 (075) 423 0383,Gg. Otto Iskandardinata No. 50,Jakarta Utara,Jakarta
934,CV Aryani,(0905) 416 6642,Gg. KH Amin Jasuta No. 84,Depok,Jawa Barat
935,Perum Susanti Simbolon,+62 (39) 798 0710,Gg. Jend. A. Yani No. 748,Jakarta Utara,Jakarta
936,Perum Wahyudin,0862499550,Jalan Sukabumi No. 9,Jakarta Utara,Jakarta
937,UD Puspasari,+62-792-985-4826,Jl. Peta No. 381,Jakarta Timur,Jakarta
938,PT Permata Prabowo Tbk,+62 (055) 380-9662,Gang Jend. A. Yani No. 8,Jakarta Selatan,Jakarta
939,UD Ardianto Rahimah,+62 (0164) 142 3011,Gang Lembong No. 6,Jakarta Pusat,Jakarta
940,UD Wibowo Firgantoro,+62-824-982-6928,Jalan Rajawali Timur No. 238,Jakarta Timur,Jakarta
941,PT Fujiati,087 440 0070,Jalan Kutisari Selatan No. 8,Bekasi,Jawa Barat
942,Perum Winarno Puspasari,+62-023-347-4703,Gang Bangka Raya No. 710,Jakarta Timur,Jakarta
943,Perum Nugroho Hariyah,080 111 9075,Gg. Raya Setiabudhi No. 75,Jakarta Timur,Jakarta
944,Perum Novitasari Saragih,0872579511,Jl. Moch. Toha No. 90,Jakarta Barat,Jakarta
945,PT Utami,+62 (839) 438-4576,Jalan Ir. H. Djuanda No. 71,Jakarta Timur,Jakarta
946,Perum Mayasari (Persero) Tbk,+62-24-090-9968,Jalan Dr. Djunjunan No. 97,Jakarta Timur,Jakarta
947,PD Wijayanti Latupono (Persero) Tbk,+62-074-382-6390,Gang BKR No. 5,Depok,Jawa Barat
948,PT Winarno Mansur (Persero) Tbk,+62-0193-024-2290,Jalan Suniaraja No. 160,Jakarta Barat,Jakarta
949,CV Haryanti,086 701 7525,Gg. Medokan Ayu No. 739,Bogor,Jawa Barat
950,CV Mayasari Maryadi (Persero) Tbk,+62 (044) 026 5357,Jl. Ciwastra No. 78,Bekasi,Jawa Barat
951,PT Winarno (Persero) Tbk,084 918 3287,Gg. Gegerkalong Hilir No. 5,Tangerang Selatan,Banten
952,PD Anggriawan Sinaga,+62-044-573-6403,Jl. Moch. Ramdan No. 0,Jakarta Pusat,Jakarta
953,CV Oktaviani Tbk,+62 (0197) 614 3394,Gg. Siliwangi No. 17,Tangerang,Banten
954,CV Anggraini Hidayanto,(0528) 578-3775,Gg. Raya Ujungberung No. 313,Jakarta Barat,Jakarta
955,PD Hidayanto Zulaika (Persero) Tbk,+62-0259-579-6532,Jalan Yos Sudarso No. 95,Tangerang,Banten
956,PT Nurdiyanti Firmansyah (Persero) Tbk,(0136) 344-1530,Jalan Kebonjati No. 689,Jakarta Timur,Jakarta
957,CV Sirait,+62 (078) 458 4509,Jl. Waringin No. 75,Jakarta Barat,Jakarta
958,PD Hutapea Halim Tbk,+62 (685) 911-1825,Jl. Otto Iskandardinata No. 48,Jakarta Utara,Jakarta
959,PD Adriansyah (Persero) Tbk,+62-0184-495-8981,Jl. Moch. Toha No. 767,Bekasi,Jawa Barat
960,PD Pratama Najmudin Tbk,+62 (0937) 444 0006,Gang Pasirkoja No. 05,Jakarta Utara,Jakarta
961,UD Laksmiwati Permata Tbk,+62-60-034-2354,Gg. Abdul Muis No. 9,Tangerang,Banten
962,PD Siregar,0859948451,Jl. Ciwastra No. 1,Tangerang Selatan,Banten
963,Perum Wastuti Tbk,+62 (43) 591-3497,Gang Stasiun Wonokromo No. 36,Bekasi,Jawa Barat
964,CV Setiawan Wulandari,(084) 857 5972,Gang Rajawali Timur No. 857,Jakarta Timur,Jakarta
965,PD Marbun,+62-0716-713-8349,Gang Pasteur No. 1,Tangerang,Banten
966,UD Fujiati Pradipta Tbk,(014) 951-7100,Jalan Suryakencana No. 63,Jakarta Selatan,Jakarta
967,CV Suwarno Suryatmi,+62-88-547-5665,Gg. Astana Anyar No. 3,Jakarta Barat,Jakarta
968,CV Sinaga (Persero) Tbk,081 288 4529,Gg. Monginsidi No. 3,Jakarta Timur,Jakarta
969,UD Suwarno Saragih Tbk,+62-0285-770-6386,Jl. Ronggowarsito No. 3,Bogor,Jawa Barat
970,Perum Damanik Tbk,+62 (091) 858-2338,Gang Peta No. 04,Bogor,Jawa Barat
971,PT Hutagalung,+62 (059) 448-1650,Gang Raya Setiabudhi No. 03,Jakarta Selatan,Jakarta
972,PD Natsir Tbk,+62 (118) 748-2639,Gg. Yos Sudarso No. 265,Tangerang Selatan,Banten
973,Perum Hastuti Nashiruddin Tbk,+62-340-824-6926,Jalan M.H Thamrin No. 6,Jakarta Timur,Jakarta
974,Perum Hutasoit,+62-769-992-4361,Gg. Ciumbuleuit No. 9,Bogor,Jawa Barat
975,UD Prastuti Namaga Tbk,(011) 626 8729,Gg. Pasir Koja No. 65,Depok,Jawa Barat
976,Perum Haryanti Pradipta,+62 (044) 190 0380,Jalan Moch. Toha No. 823,Tangerang Selatan,Banten
977,PD Sihombing Tbk,(045) 747 1117,Gg. Sukabumi No. 48,Tangerang,Banten
978,UD Pudjiastuti,+62 (408) 774-1125,Gg. Abdul Muis No. 952,Tangerang,Banten
979,PT Rajata Tbk,(0645) 756 0169,Jl. Cihampelas No. 165,Jakarta Timur,Jakarta
980,PT Hutagalung Lestari,+62 (0226) 388-4362,Gang Jayawijaya No. 987,Depok,Jawa Barat
981,CV Najmudin Mustofa,(0722) 987 4265,Gang Ahmad Dahlan No. 006,Depok,Jawa Barat
982,PT Prakasa Mayasari (Persero) Tbk,+62 (031) 883-3495,Jl. Setiabudhi No. 3,Jakarta Timur,Jakarta
983,PD Laksmiwati Nainggolan Tbk,+62-26-758-7331,Jl. Rajawali Barat No. 906,Bekasi,Jawa Barat
984,CV Wijayanti,+62-0384-619-3882,Gg. PHH. Mustofa No. 604,Jakarta Utara,Jakarta
985,PT Adriansyah Wijaya (Persero) Tbk,+62 (87) 161 0804,Jl. Bangka Raya No. 2,Bekasi,Jawa Barat
986,PT Sihombing Tbk,+62 (06) 932 9352,Jl. Kebonjati No. 35,Tangerang Selatan,Banten
